[2024-10-20 10:03:58] [INFO    ] discord.client: logging in using static token
[2024-10-20 10:04:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297304929328828490/messages has received {'type': 0, 'content': 'Clique no botão abaixo para iniciar a Central de Suporte', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2024-10-20T13:04:02.266000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'custom_id': 'b0f0a5d7337f8607e1e788795dc874a8', 'style': 3, 'label': 'Iniciar Central de Suporte'}]}], 'resolved': {'users': {}, 'members': {}, 'channels': {}, 'roles': {}}, 'id': '1297545868412715129', 'channel_id': '1297304929328828490', 'author': {'id': '1297324281591627837', 'username': 'Sup', 'avatar': None, 'discriminator': '3701', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2024-10-20 10:04:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 3, 'token': 'aW50ZXJhY3Rpb246MTI5NzU0NTg3OTUxNTAzNzcxNjpjdnNGaGFidFBseGR3MHhKS0NWckJTT2dzc2d6UndvS1RkZW4wZWVGY25CYjhyVnZ4cHh1c2NZQXlWTE84MEU0RGxDMHZMQ3NCakpwN3hLNE9ObTJhaVJNTkJnc3huRDdkYldobXJjSlBibVRUYXQ4dm0ycThVb3VSc0V2eXFQaA', 'message': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:02.266000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1297545868412715129', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Clique no botão abaixo para iniciar a Central de Suporte', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 3, 'label': 'Iniciar Central de Suporte', 'id': 2, 'custom_id': 'b0f0a5d7337f8607e1e788795dc874a8'}]}], 'channel_id': '1297304929328828490', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': []}, 'member': {'user': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T21:06:37.933000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'pt-BR', 'id': '1297545879515037716', 'guild_locale': 'en-US', 'guild_id': '1297304929328828486', 'guild': {'locale': 'en-US', 'id': '1297304929328828486', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'custom_id': 'b0f0a5d7337f8607e1e788795dc874a8', 'component_type': 2}, 'context': 0, 'channel_id': '1297304929328828490', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permissions': '2251799813685247', 'parent_id': '1297304929328828487', 'nsfw': False, 'name': '🫂suporte', 'last_message_id': '1297545868412715129', 'id': '1297304929328828490', 'guild_id': '1297304929328828486', 'flags': 0}, 'authorizing_integration_owners': {'0': '1297304929328828486'}, 'application_id': '1297324281591627837', 'app_permissions': '2251799813685247'}}
[2024-10-20 10:04:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:05] [DEBUG   ] discord.client: Dispatching event interaction
[2024-10-20 10:04:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1297324281591627837', 'type': 19, 'tts': False, 'timestamp': '2024-10-20T13:04:05.094000+00:00', 'position': 0, 'pinned': False, 'nonce': '1297545878780772352', 'message_reference': {'type': 0, 'message_id': '1297545868412715129', 'guild_id': '1297304929328828486', 'channel_id': '1297304929328828490'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1297355096719491072', '1297329024351207489'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T22:42:22.705000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'type': 3, 'interacted_message_id': '1297545868412715129', 'id': '1297545879515037716', 'authorizing_integration_owners': {'0': '1297304929328828486'}}, 'id': '1297545880273944747', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Iniciando Central de Suporte...', 'components': [], 'channel_id': '1297304929328828490', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1297324281591627837', 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:05] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:05] [DEBUG   ] discord.webhook.async_: Webhook ID 1297545879515037716 with POST https://discord.com/api/v10/interactions/1297545879515037716/aW50ZXJhY3Rpb246MTI5NzU0NTg3OTUxNTAzNzcxNjpjdnNGaGFidFBseGR3MHhKS0NWckJTT2dzc2d6UndvS1RkZW4wZWVGY25CYjhyVnZ4cHh1c2NZQXlWTE84MEU0RGxDMHZMQ3NCakpwN3hLNE9ObTJhaVJNTkJnc3huRDdkYldobXJjSlBibVRUYXQ4dm0ycThVb3VSc0V2eXFQaA/callback has returned status code 204
[2024-10-20 10:04:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:05.496000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1297355096719491072', '1297329024351207489'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T22:42:22.705000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1297545881960321056', 'flags': 0, 'embeds': [{'type': 'rich', 'title': '💡 **Central de Suporte da Comunidade**', 'thumbnail': {'width': 400, 'url': 'https://pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/JOWJ1e2F_2lSKEDfCURTVme45OYnG4MAs_TdnsVEn7s/https/pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg', 'height': 400}, 'footer': {'text': 'Estamos aqui para ajudar! Use o botão de contato com moderação.'}, 'fields': [{'value': 'Acesse nossa [página de suporte](https://clonacartao.com.br/) para encontrar respostas rápidas para as dúvidas mais comuns sobre a comunidade, eventos e regras. Essa página contém tutoriais e informações detalhadas sobre os procedimentos que seguimos.', 'name': '📖 **Precisa de ajuda?**', 'inline': False}, {'value': 'Caso você presencie ou seja vítima de comportamentos inadequados, como assédio, bullying ou qualquer outro tipo de abuso, clique no botão abaixo para denunciar. Nossa equipe de moderação leva todas as denúncias a sério e tomará as medidas cabíveis para garantir a segurança e o bem-estar da comunidade.', 'name': '🚨 **Denunciar comportamento abusivo**', 'inline': False}, {'value': 'Se você encontrou algum problema técnico, como bugs no sistema ou dificuldades técnicas durante eventos, por favor, reporte o problema clicando no botão abaixo. Nossa equipe técnica está pronta para ajudar e trabalhar em correções o mais rápido possível.', 'name': '🛠️ **Relatar problemas técnicos**', 'inline': False}, {'value': 'Se as opções acima não atenderem às suas necessidades, ou se você precisar de ajuda direta da equipe de moderação, clique no botão para entrar em contato. Um canal de atendimento exclusivo será criado, onde você poderá detalhar seu problema ou solicitar ajuda personalizada. Nossa equipe estará à disposição para te ajudar.', 'name': '🔧 **Contato com a moderação**', 'inline': False}, {'value': 'Precisa solicitar algo específico? Utilize nosso formulário de solicitações para os seguintes casos:\n- **Solicitação de adiamento de partida**: Se sua equipe não puder participar de uma partida no horário agendado.\n- **Revisão de resultados**: Caso haja necessidade de reavaliar o resultado de um jogo por algum motivo relevante.\n- **Troca de membros da equipe**: Se for necessário alterar a composição da sua equipe, adicione ou remova jogadores.\n- **Inscrição de novos membros**: Utilize para inscrever novos membros na equipe antes do início de um torneio.\nClique no botão abaixo para acessar o formulário e garantir que sua solicitação seja registrada corretamente.', 'name': '📄 **Formulários de Solicitação**', 'inline': False}, {'value': 'Caso sua dúvida seja recorrente e relacionada a regras, regulamentos, inscrições ou procedimentos gerais, você pode encontrar respostas rapidamente acessando nossa página de Suporte (FAQ). Esta página foi criada para ajudar a esclarecer as dúvidas mais comuns sem a necessidade de abrir um ticket de suporte.', 'name': '📚 **Suporte (FAQ)**', 'inline': False}], 'description': 'Aqui você pode encontrar soluções para suas dúvidas e problemas relacionados à comunidade, bem como acessar formulários e obter suporte da nossa equipe de moderação. Use os botões abaixo para navegar pelas opções de suporte.', 'color': 3447003}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 4, 'label': '🔧 Contatar Moderação', 'id': 2, 'custom_id': '776983ca0678c185d819c15fdc95b97e'}, {'type': 2, 'style': 1, 'label': '🚨 Denunciar Comportamento Abusivo', 'id': 3, 'custom_id': '39c73abce31f4c70fdef584927900562'}, {'type': 2, 'style': 2, 'label': '🛠️ Reportar Bug', 'id': 4, 'custom_id': 'd1716875d46d7d55f03304ca78e0bb78'}, {'type': 2, 'style': 1, 'label': '📂 Formulários de Solicitação', 'id': 5, 'custom_id': '85d9f9c8c979c9ee5481adbf7d30f30d'}, {'type': 2, 'style': 3, 'label': '📚 Suporte (FAQ)', 'id': 6, 'custom_id': 'f28abdffff047dea398841ade4daa881'}]}], 'channel_id': '1297304929328828490', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:05] [DEBUG   ] discord.client: Dispatching event message
[2024-10-20 10:04:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297304929328828490/messages with {"embeds":[{"footer":{"text":"Estamos aqui para ajudar! Use o bot\u00e3o de contato com modera\u00e7\u00e3o."},"thumbnail":{"url":"https://pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg"},"fields":[{"inline":false,"name":"\ud83d\udcd6 **Precisa de ajuda?**","value":"Acesse nossa [p\u00e1gina de suporte](https://clonacartao.com.br/) para encontrar respostas r\u00e1pidas para as d\u00favidas mais comuns sobre a comunidade, eventos e regras. Essa p\u00e1gina cont\u00e9m tutoriais e informa\u00e7\u00f5es detalhadas sobre os procedimentos que seguimos.\n\n"},{"inline":false,"name":"\ud83d\udea8 **Denunciar comportamento abusivo**","value":"Caso voc\u00ea presencie ou seja v\u00edtima de comportamentos inadequados, como ass\u00e9dio, bullying ou qualquer outro tipo de abuso, clique no bot\u00e3o abaixo para denunciar. Nossa equipe de modera\u00e7\u00e3o leva todas as den\u00fancias a s\u00e9rio e tomar\u00e1 as medidas cab\u00edveis para garantir a seguran\u00e7a e o bem-estar da comunidade.\n\n"},{"inline":false,"name":"\ud83d\udee0\ufe0f **Relatar problemas t\u00e9cnicos**","value":"Se voc\u00ea encontrou algum problema t\u00e9cnico, como bugs no sistema ou dificuldades t\u00e9cnicas durante eventos, por favor, reporte o problema clicando no bot\u00e3o abaixo. Nossa equipe t\u00e9cnica est\u00e1 pronta para ajudar e trabalhar em corre\u00e7\u00f5es o mais r\u00e1pido poss\u00edvel.\n\n"},{"inline":false,"name":"\ud83d\udd27 **Contato com a modera\u00e7\u00e3o**","value":"Se as op\u00e7\u00f5es acima n\u00e3o atenderem \u00e0s suas necessidades, ou se voc\u00ea precisar de ajuda direta da equipe de modera\u00e7\u00e3o, clique no bot\u00e3o para entrar em contato. Um canal de atendimento exclusivo ser\u00e1 criado, onde voc\u00ea poder\u00e1 detalhar seu problema ou solicitar ajuda personalizada. Nossa equipe estar\u00e1 \u00e0 disposi\u00e7\u00e3o para te ajudar.\n\n"},{"inline":false,"name":"\ud83d\udcc4 **Formul\u00e1rios de Solicita\u00e7\u00e3o**","value":"Precisa solicitar algo espec\u00edfico? Utilize nosso formul\u00e1rio de solicita\u00e7\u00f5es para os seguintes casos:\n- **Solicita\u00e7\u00e3o de adiamento de partida**: Se sua equipe n\u00e3o puder participar de uma partida no hor\u00e1rio agendado.\n- **Revis\u00e3o de resultados**: Caso haja necessidade de reavaliar o resultado de um jogo por algum motivo relevante.\n- **Troca de membros da equipe**: Se for necess\u00e1rio alterar a composi\u00e7\u00e3o da sua equipe, adicione ou remova jogadores.\n- **Inscri\u00e7\u00e3o de novos membros**: Utilize para inscrever novos membros na equipe antes do in\u00edcio de um torneio.\nClique no bot\u00e3o abaixo para acessar o formul\u00e1rio e garantir que sua solicita\u00e7\u00e3o seja registrada corretamente.\n\n"},{"inline":false,"name":"\ud83d\udcda **Suporte (FAQ)**","value":"Caso sua d\u00favida seja recorrente e relacionada a regras, regulamentos, inscri\u00e7\u00f5es ou procedimentos gerais, voc\u00ea pode encontrar respostas rapidamente acessando nossa p\u00e1gina de Suporte (FAQ). Esta p\u00e1gina foi criada para ajudar a esclarecer as d\u00favidas mais comuns sem a necessidade de abrir um ticket de suporte.\n\n"}],"color":3447003,"type":"rich","description":"Aqui voc\u00ea pode encontrar solu\u00e7\u00f5es para suas d\u00favidas e problemas relacionados \u00e0 comunidade, bem como acessar formul\u00e1rios e obter suporte da nossa equipe de modera\u00e7\u00e3o. Use os bot\u00f5es abaixo para navegar pelas op\u00e7\u00f5es de suporte.","title":"\ud83d\udca1 **Central de Suporte da Comunidade**"}],"content":null,"components":[{"type":1,"components":[{"type":2,"style":4,"disabled":false,"label":"\ud83d\udd27 Contatar Modera\u00e7\u00e3o","custom_id":"776983ca0678c185d819c15fdc95b97e"},{"type":2,"style":1,"disabled":false,"label":"\ud83d\udea8 Denunciar Comportamento Abusivo","custom_id":"39c73abce31f4c70fdef584927900562"},{"type":2,"style":2,"disabled":false,"label":"\ud83d\udee0\ufe0f Reportar Bug","custom_id":"d1716875d46d7d55f03304ca78e0bb78"},{"type":2,"style":1,"disabled":false,"label":"\ud83d\udcc2 Formul\u00e1rios de Solicita\u00e7\u00e3o","custom_id":"85d9f9c8c979c9ee5481adbf7d30f30d"},{"type":2,"style":3,"disabled":false,"label":"\ud83d\udcda Suporte (FAQ)","custom_id":"f28abdffff047dea398841ade4daa881"}]}],"tts":false} has returned 200
[2024-10-20 10:04:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1297304929328828490/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': '💡 **Central de Suporte da Comunidade**', 'description': 'Aqui você pode encontrar soluções para suas dúvidas e problemas relacionados à comunidade, bem como acessar formulários e obter suporte da nossa equipe de moderação. Use os botões abaixo para navegar pelas opções de suporte.', 'color': 3447003, 'fields': [{'name': '📖 **Precisa de ajuda?**', 'value': 'Acesse nossa [página de suporte](https://clonacartao.com.br/) para encontrar respostas rápidas para as dúvidas mais comuns sobre a comunidade, eventos e regras. Essa página contém tutoriais e informações detalhadas sobre os procedimentos que seguimos.', 'inline': False}, {'name': '🚨 **Denunciar comportamento abusivo**', 'value': 'Caso você presencie ou seja vítima de comportamentos inadequados, como assédio, bullying ou qualquer outro tipo de abuso, clique no botão abaixo para denunciar. Nossa equipe de moderação leva todas as denúncias a sério e tomará as medidas cabíveis para garantir a segurança e o bem-estar da comunidade.', 'inline': False}, {'name': '🛠️ **Relatar problemas técnicos**', 'value': 'Se você encontrou algum problema técnico, como bugs no sistema ou dificuldades técnicas durante eventos, por favor, reporte o problema clicando no botão abaixo. Nossa equipe técnica está pronta para ajudar e trabalhar em correções o mais rápido possível.', 'inline': False}, {'name': '🔧 **Contato com a moderação**', 'value': 'Se as opções acima não atenderem às suas necessidades, ou se você precisar de ajuda direta da equipe de moderação, clique no botão para entrar em contato. Um canal de atendimento exclusivo será criado, onde você poderá detalhar seu problema ou solicitar ajuda personalizada. Nossa equipe estará à disposição para te ajudar.', 'inline': False}, {'name': '📄 **Formulários de Solicitação**', 'value': 'Precisa solicitar algo específico? Utilize nosso formulário de solicitações para os seguintes casos:\n- **Solicitação de adiamento de partida**: Se sua equipe não puder participar de uma partida no horário agendado.\n- **Revisão de resultados**: Caso haja necessidade de reavaliar o resultado de um jogo por algum motivo relevante.\n- **Troca de membros da equipe**: Se for necessário alterar a composição da sua equipe, adicione ou remova jogadores.\n- **Inscrição de novos membros**: Utilize para inscrever novos membros na equipe antes do início de um torneio.\nClique no botão abaixo para acessar o formulário e garantir que sua solicitação seja registrada corretamente.', 'inline': False}, {'name': '📚 **Suporte (FAQ)**', 'value': 'Caso sua dúvida seja recorrente e relacionada a regras, regulamentos, inscrições ou procedimentos gerais, você pode encontrar respostas rapidamente acessando nossa página de Suporte (FAQ). Esta página foi criada para ajudar a esclarecer as dúvidas mais comuns sem a necessidade de abrir um ticket de suporte.', 'inline': False}], 'thumbnail': {'url': 'https://pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/JOWJ1e2F_2lSKEDfCURTVme45OYnG4MAs_TdnsVEn7s/https/pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg', 'width': 400, 'height': 400}, 'footer': {'text': 'Estamos aqui para ajudar! Use o botão de contato com moderação.'}}], 'timestamp': '2024-10-20T13:04:05.496000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'custom_id': '776983ca0678c185d819c15fdc95b97e', 'style': 4, 'label': '🔧 Contatar Moderação'}, {'type': 2, 'id': 3, 'custom_id': '39c73abce31f4c70fdef584927900562', 'style': 1, 'label': '🚨 Denunciar Comportamento Abusivo'}, {'type': 2, 'id': 4, 'custom_id': 'd1716875d46d7d55f03304ca78e0bb78', 'style': 2, 'label': '🛠️ Reportar Bug'}, {'type': 2, 'id': 5, 'custom_id': '85d9f9c8c979c9ee5481adbf7d30f30d', 'style': 1, 'label': '📂 Formulários de Solicitação'}, {'type': 2, 'id': 6, 'custom_id': 'f28abdffff047dea398841ade4daa881', 'style': 3, 'label': '📚 Suporte (FAQ)'}]}], 'resolved': {'users': {}, 'members': {}, 'channels': {}, 'roles': {}}, 'id': '1297545881960321056', 'channel_id': '1297304929328828490', 'author': {'id': '1297324281591627837', 'username': 'Sup', 'avatar': None, 'discriminator': '3701', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}
[2024-10-20 10:04:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 7, 'op': 0, 'd': {'version': 1, 'type': 3, 'token': 'aW50ZXJhY3Rpb246MTI5NzU0NTg4ODU5OTY0MjE5NTp1YVlmcnVzbXdwcUk3VGg3NWJ6RkxmSGdLRTR0VWVMYzBpbVU4Zk95NHdMN2hBTmc1V043QXdCR1d5REU0TWdZR0dmY2d3b082Tks0SEpCZXdtSkZiaFdGM3RJRzI5S2dBTWg5NzZjclRyTHdHb0lpbWF1b01rMFd3T0JWRVR4Mw', 'message': {'type': 0, 'tts': False, 'timestamp': '2024-10-20T13:04:05.496000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1297545881960321056', 'flags': 0, 'embeds': [{'type': 'rich', 'title': '💡 **Central de Suporte da Comunidade**', 'thumbnail': {'width': 400, 'url': 'https://pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/JOWJ1e2F_2lSKEDfCURTVme45OYnG4MAs_TdnsVEn7s/https/pbs.twimg.com/profile_images/1628812300470611968/ZcCTd7Yg_400x400.jpg', 'height': 400}, 'footer': {'text': 'Estamos aqui para ajudar! Use o botão de contato com moderação.'}, 'fields': [{'value': 'Acesse nossa [página de suporte](https://clonacartao.com.br/) para encontrar respostas rápidas para as dúvidas mais comuns sobre a comunidade, eventos e regras. Essa página contém tutoriais e informações detalhadas sobre os procedimentos que seguimos.', 'name': '📖 **Precisa de ajuda?**', 'inline': False}, {'value': 'Caso você presencie ou seja vítima de comportamentos inadequados, como assédio, bullying ou qualquer outro tipo de abuso, clique no botão abaixo para denunciar. Nossa equipe de moderação leva todas as denúncias a sério e tomará as medidas cabíveis para garantir a segurança e o bem-estar da comunidade.', 'name': '🚨 **Denunciar comportamento abusivo**', 'inline': False}, {'value': 'Se você encontrou algum problema técnico, como bugs no sistema ou dificuldades técnicas durante eventos, por favor, reporte o problema clicando no botão abaixo. Nossa equipe técnica está pronta para ajudar e trabalhar em correções o mais rápido possível.', 'name': '🛠️ **Relatar problemas técnicos**', 'inline': False}, {'value': 'Se as opções acima não atenderem às suas necessidades, ou se você precisar de ajuda direta da equipe de moderação, clique no botão para entrar em contato. Um canal de atendimento exclusivo será criado, onde você poderá detalhar seu problema ou solicitar ajuda personalizada. Nossa equipe estará à disposição para te ajudar.', 'name': '🔧 **Contato com a moderação**', 'inline': False}, {'value': 'Precisa solicitar algo específico? Utilize nosso formulário de solicitações para os seguintes casos:\n- **Solicitação de adiamento de partida**: Se sua equipe não puder participar de uma partida no horário agendado.\n- **Revisão de resultados**: Caso haja necessidade de reavaliar o resultado de um jogo por algum motivo relevante.\n- **Troca de membros da equipe**: Se for necessário alterar a composição da sua equipe, adicione ou remova jogadores.\n- **Inscrição de novos membros**: Utilize para inscrever novos membros na equipe antes do início de um torneio.\nClique no botão abaixo para acessar o formulário e garantir que sua solicitação seja registrada corretamente.', 'name': '📄 **Formulários de Solicitação**', 'inline': False}, {'value': 'Caso sua dúvida seja recorrente e relacionada a regras, regulamentos, inscrições ou procedimentos gerais, você pode encontrar respostas rapidamente acessando nossa página de Suporte (FAQ). Esta página foi criada para ajudar a esclarecer as dúvidas mais comuns sem a necessidade de abrir um ticket de suporte.', 'name': '📚 **Suporte (FAQ)**', 'inline': False}], 'description': 'Aqui você pode encontrar soluções para suas dúvidas e problemas relacionados à comunidade, bem como acessar formulários e obter suporte da nossa equipe de moderação. Use os botões abaixo para navegar pelas opções de suporte.', 'color': 3447003}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 4, 'label': '🔧 Contatar Moderação', 'id': 2, 'custom_id': '776983ca0678c185d819c15fdc95b97e'}, {'type': 2, 'style': 1, 'label': '🚨 Denunciar Comportamento Abusivo', 'id': 3, 'custom_id': '39c73abce31f4c70fdef584927900562'}, {'type': 2, 'style': 2, 'label': '🛠️ Reportar Bug', 'id': 4, 'custom_id': 'd1716875d46d7d55f03304ca78e0bb78'}, {'type': 2, 'style': 1, 'label': '📂 Formulários de Solicitação', 'id': 5, 'custom_id': '85d9f9c8c979c9ee5481adbf7d30f30d'}, {'type': 2, 'style': 3, 'label': '📚 Suporte (FAQ)', 'id': 6, 'custom_id': 'f28abdffff047dea398841ade4daa881'}]}], 'channel_id': '1297304929328828490', 'author': {'username': 'Sup', 'public_flags': 0, 'id': '1297324281591627837', 'global_name': None, 'discriminator': '3701', 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': []}, 'member': {'user': {'username': 'vinicius6256', 'public_flags': 0, 'id': '487007808290553866', 'global_name': 'Vinicius Gustierrez Neves', 'discriminator': '0', 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '2251799813685247', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-10-19T21:06:37.933000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'pt-BR', 'id': '1297545888599642195', 'guild_locale': 'en-US', 'guild_id': '1297304929328828486', 'guild': {'locale': 'en-US', 'id': '1297304929328828486', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'custom_id': '776983ca0678c185d819c15fdc95b97e', 'component_type': 2}, 'context': 0, 'channel_id': '1297304929328828490', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permissions': '2251799813685247', 'parent_id': '1297304929328828487', 'nsfw': False, 'name': '🫂suporte', 'last_message_id': '1297545881960321056', 'id': '1297304929328828490', 'guild_id': '1297304929328828486', 'flags': 0}, 'authorizing_integration_owners': {'0': '1297304929328828486'}, 'application_id': '1297324281591627837', 'app_permissions': '2251799813685247'}}
[2024-10-20 10:04:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:07] [DEBUG   ] discord.client: Dispatching event interaction
[2024-10-20 10:04:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'CHANNEL_CREATE', 's': 8, 'op': 0, 'd': {'version': 1729429447521, 'type': 4, 'position': 12, 'permission_overwrites': [{'type': 0, 'id': '1297304929328828486', 'deny': '1024', 'allow': '0'}, {'type': 1, 'id': '487007808290553866', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1297355096719491072', 'deny': '0', 'allow': '1024'}], 'parent_id': None, 'name': 'Atendimento de vinicius6256', 'id': '1297545890080231505', 'guild_id': '1297304929328828486', 'flags': 0}}
[2024-10-20 10:04:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:07] [DEBUG   ] discord.client: Dispatching event guild_channel_create
[2024-10-20 10:04:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 9, 'op': 0, 'd': {'user_id': '1297324281591627837', 'target_id': '1297545890080231505', 'id': '1297545890080231506', 'changes': [{'new_value': 'Atendimento de vinicius6256', 'key': 'name'}, {'new_value': 4, 'key': 'type'}, {'new_value': [{'type': 0, 'id': '1297304929328828486', 'deny': '1024', 'allow': '0'}, {'type': 1, 'id': '487007808290553866', 'deny': '0', 'allow': '1024'}, {'type': 0, 'id': '1297355096719491072', 'deny': '0', 'allow': '1024'}], 'key': 'permission_overwrites'}, {'new_value': 0, 'key': 'flags'}], 'action_type': 10, 'guild_id': '1297304929328828486'}}
[2024-10-20 10:04:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2024-10-20 10:04:07] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
